1706.891235,1706.891235
1707.004883,1706.902588
1709.937134,1707.206055
1717.547485,1708.240234
1674.419922,1704.858154
1683.945435,1702.766846
1692.179199,1701.708130
1665.507324,1698.088013
1625.788452,1690.858032
1653.623413,1687.134521
1943.211548,1712.742188
1937.911499,1735.259155
1962.030273,1757.936279
1971.018066,1779.244507
1936.967163,1795.016724
1956.710938,1811.186157
1905.602051,1820.627686
1923.163940,1830.881348
1952.848633,1843.078125
1901.918945,1848.962158
925.225098,1756.588501
932.885559,1674.218262
930.949402,1599.891357
959.077698,1535.809937
881.154358,1470.344360
927.535950,1416.063477
920.199768,1366.477051
928.540344,1322.683350
908.743835,1281.289429
912.493347,1244.409790
1914.332397,1311.402100
1926.845337,1372.946411
1905.041626,1426.155884
1772.313110,1460.771606
1889.064453,1503.600830
1823.226929,1535.563477
1879.116577,1569.918823
1870.227173,1599.949707
1904.278320,1630.382568
1947.089966,1662.053345
1113.921387,1607.240112
1102.748657,1556.791016
1107.175171,1511.829468
1078.797485,1468.526245
1056.718384,1427.345459
1069.783813,1391.589355
1072.211792,1359.651611
1091.967773,1332.883179
1075.401855,1307.135010
1085.515991,1284.973145
899.517517,1246.427612
948.873840,1216.672241
882.455261,1183.250488
914.033630,1156.328857
887.600586,1129.456055
881.455261,1104.656006
885.938293,1082.784180
878.052795,1062.311035
907.729797,1046.852905
864.158142,1028.583374
1073.984253,1033.123413
1041.041626,1033.915283
1037.856934,1034.309448
1052.521118,1036.130615
1045.212402,1037.038818
1035.877075,1036.922607
1030.372803,1036.267578
1057.265747,1038.367432
1043.365601,1038.867188
1013.317871,1036.312256
1246.577515,1057.338745
1199.536011,1071.558472
1132.926147,1077.695190
1154.387695,1085.364502
1139.435059,1090.771606
1158.075195,1097.501953
1108.550537,1098.606812
1107.201294,1099.466309
1081.442993,1097.663940
1098.767944,1097.774292
1070.038208,1095.000732
1066.180908,1092.118774
1056.041870,1088.511108
1035.959961,1083.255981
1021.652161,1077.095581
1017.452942,1071.131348
998.563049,1063.874512
974.888672,1054.975952
989.044922,1048.382812
958.335510,1039.378052
555.596619,990.999878
537.723938,945.672302
535.239380,904.629028
532.903992,867.456543
523.064331,833.017334
505.884277,800.304016
489.133911,769.187012
480.362335,740.304565
486.535889,714.927673
486.538574,692.088745
542.065918,677.086487
535.571960,662.935059
519.136658,648.555237
507.649994,634.464722
514.027039,622.420959
487.073608,608.886230
471.521393,595.149719
461.123566,581.747131
460.802460,569.652649
431.229950,555.810364
427.299286,542.959229
430.155914,531.678894
391.742798,517.685303
384.346924,504.351471
368.610474,490.777374
350.870819,476.786713
381.212524,467.229309
405.221069,461.028473
332.396820,448.165314
301.008453,433.449615
290.044769,419.109131
257.578339,402.956055
250.786438,387.739105
237.684402,372.733643
210.820877,356.542358
208.485962,341.736725
191.907303,326.753784
201.780151,314.256409
190.323242,301.863098
214.230942,293.099884
274.629517,291.252838
253.259964,287.453552
264.579254,285.166138
244.365479,281.086060
240.717972,277.049255
209.650253,270.309357
224.155319,265.693939
207.796753,259.904236
187.323807,252.646194
167.248230,244.106400
302.335663,249.929321
311.865021,256.122894
319.871613,262.497772
251.721970,261.420197
244.434250,259.721588
208.066223,254.556046
198.987122,248.999146
179.953171,242.094543
178.411209,235.726212
172.653198,229.418915
104.704445,216.947464
123.996002,207.652313
90.643097,195.951385
101.157684,186.472015
60.015503,173.826370
55.369068,161.980637
84.804939,154.263062
45.675755,143.404327
42.997845,133.363678
39.055557,123.932869
33.030514,114.842636
41.646061,107.522980
31.599676,99.930649
24.826071,92.420189
29.319807,86.110153
29.772760,80.476418
32.536419,75.682419
29.112122,71.025391
20.780497,66.000900
16.796495,61.080460
22.361990,57.208614
22.547363,53.742489
34.741734,51.842415
39.792858,50.637459
19.950155,47.568729
13.615875,44.173443
11.804272,40.936527
12.109077,38.053783
17.901125,36.038517
28.190264,35.253693
18.444227,33.572746
20.785128,32.293983
18.202312,30.884817
15.756103,29.371946
14.777863,27.912539
17.625488,26.883833
29.446318,27.140081
9.972957,25.423368
18.473066,24.728338
49.925995,27.248104
13.001279,25.823421
19.746916,25.215771
91.111610,31.805355
9.462823,29.571102
12.647164,27.878708
18.254391,26.916277
32.296532,27.454302
47.858658,29.494738
13.092476,27.854511
19.486761,27.017736
14.636493,25.779612
15.042320,24.705883
17.694582,24.004753
12.424282,22.846706
10.199713,21.582006
9.013733,20.325180
5.864264,18.879089
9.840196,17.975201
21.515524,18.329233
4.856205,16.981930
21.452127,17.428949
7.396772,16.425732
11.571593,15.940318
4.703349,14.816621
6.406243,13.975583
7.569726,13.334997
17.721689,13.773666
30.270517,15.423351
99.733589,23.854376
18.644545,23.333393
3.044977,21.304552
13.038632,20.477961
54.586666,23.888832
34.564548,24.956404
15.589538,24.019716
5.626314,22.180376
5.290138,20.491352
16.314825,20.073700
6.293924,18.695723
2.786790,17.104830
13.240146,16.718361
11.413319,16.187857
30.456430,17.614714
3.579113,16.211153
138.714172,28.461454
15.896576,27.204967
15.798354,26.064306
72.114311,30.669308
16.680933,29.270470
9.306425,27.274065
26.247559,27.171413
10.542918,25.508564
17.355749,24.693283
4.191195,22.643074
13.107459,21.689512
18.206892,21.341249
2.075250,19.414650
9.716813,18.444866
14.966450,18.097025
59.138580,22.201181
22.626669,22.243731
12.451077,21.264465
10.259430,20.163961
3.242713,18.471836
4.431034,17.067757
42.169666,19.577948
6.322109,18.252363
8.238861,17.251013
12.761931,16.802105
3.517582,15.473653
15.290391,15.455327
27.882269,16.698021
24.087622,17.436981
31.026068,18.795891
68.858612,23.802162
32.318295,24.653776
3.018365,22.490234
29.057940,23.147005
2.630475,21.095352
51.982235,24.184040
8.223392,22.587975
11.240666,21.453243
3.350384,19.642958
5.546757,18.233337
3.272909,16.737295
7.318146,15.795381
4.912241,14.707067
25.837103,15.820070
3.234285,14.561492
4.666790,13.572021
4.214402,12.636259
8.176247,12.190258
3.117719,11.283004
3.620609,10.516765
10.707334,10.535822
31.999237,12.682163
6.993027,12.113250
21.550543,13.056979
12.876213,13.038902
44.880268,16.223040
10.837312,15.684467
13.071678,15.423188
13.189278,15.199797
2.904725,13.970289
26.949928,15.268253
19.756252,15.717053
3.052400,14.450588
42.258659,17.231396
13.655235,16.873779
12.280581,16.414459
4.029052,15.175919
11.705250,14.828852
5.605714,13.906538
6.470595,13.162944
10.475749,12.894224
8.509366,12.455738
5.547375,11.764902
5.241864,11.112598
4.314905,10.432829
2.806526,9.670198
35.723049,12.275483
23.813599,13.429295
3.933990,12.479764
3.067847,11.538572
2.837225,10.668438
50.635468,14.665141
4.132541,13.611881
8.692712,13.119965
22.519279,14.059896
7.622081,13.416115
12.552049,13.329708
2.481740,12.244911
22.755293,13.295949
13.869933,13.353348
4.256271,12.443640
8.537692,12.053045
6.419401,11.489681
15.146035,11.855316
